jd_id,role,jd_text,extracted_skills,
se_jd_04,Software engineer,"
**Senior Software Engineer**

**Location:** Colombo, Sri Lanka (Hybrid)

**About CUBE:**  
CUBE, recently recognized as a ""RegTech Top Performer,"" is a global leader in regulatory intelligence solutions. We use cutting-edge AI and cloud technology to simplify compliance for top financial institutions worldwide.

**Role Overview:**  
As a Senior Software Engineer at CUBE, you'll develop and enhance our flagship SaaS product. You'll deliver high-quality code, optimize content processing solutions, and collaborate closely with cross-functional teams in a fast-paced environment.

**Responsibilities:**  
- Develop and implement product features using .NET and cloud technologies.
- Expand and optimize content processing solutions to meet business needs.
- Design and deliver new product features; troubleshoot existing products.
- Work effectively in a dynamic, deadline-driven environment.

**Essential Skills:**  
- 1+ years as a Senior Software Engineer.
- Extensive experience in .NET/C#.
- Strong knowledge of Angular.
- Understanding of Cloud development (Azure, AWS, etc.).
- Excellent communication and teamwork skills.

**Beneficial Skills:**  
- Azure cloud services
- Python, React
- Docker, Kubernetes

**Why Join CUBE?**  
- Globally recognized leader in RegTech, serving institutions like Revolut, Citi, and HSBC.
- Significant opportunities for growth, flexibility, and career advancement.
- International, collaborative team environment across Europe, Americas, and APAC.
- Work with innovative technologies on projects with meaningful global impact.","Java, full stack development, cloud platforms, CI CD DevOps, API design",
se_jd_05,Software engineer,"
### **Senior / Lead Software Engineer – Product Support**

**About Sitecore:**  
Sitecore is a leading digital experience platform used by top global brands like American Express, Porsche, Starbucks, L’Oréal, and Volvo Cars. We deliver personalized, engaging customer experiences by combining content, commerce, and data in a unified platform.

**Role Overview:**  
As a Senior/Lead Software Engineer in Product Support, you’ll help Sitecore partners and customers troubleshoot complex technical issues. You’ll deeply investigate and resolve challenges, contribute directly to Sitecore products, develop code patches, create technical documentation, and mentor team members. The role requires participation in a 24x7 rotation schedule.

**Responsibilities:**  
- Provide technical support by analyzing and troubleshooting complex issues within Sitecore products.
- Develop code examples and patches to resolve customer challenges.
- Collaborate directly with Certified Sitecore Developers globally.
- Contribute to the development and maintenance of Sitecore products and internal tools.
- Develop and maintain technical guides and documentation.
- Mentor, coach, and onboard new engineers.

**Qualifications:**  
- 3+ years of technical experience in software engineering or technical support.
- Strong experience with Microsoft technologies (.NET/C#, ASP.NET, Visual Studio, MS SQL Server, Azure).
- Good knowledge of web technologies (HTML, XML/JSON, JavaScript, CSS).
- Excellent problem-solving, communication (English), and decision-making skills.
- Understanding of OOP, client-server architecture, and software algorithms.
- Coaching and mentorship skills.

**Preferred Experience (a plus):**  
- Team leadership or management experience.
- ITIL Certification.
- Experience supporting SaaS platforms and troubleshooting performance/scalability.
- Knowledge of Linux, Kubernetes, Elastic, Redis, Kibana, Grafana, Kafka, GraphQL, Cloudflare.
- Familiarity with JavaScript frameworks (Knockout, React, Vue).","Microsoft technologies, troubleshooting, code patching, documentation, mentorship",
se_jd_06,Software engineer,"

### **Senior Software Engineer (.NET)**  
*(1-Year Renewable Contract)*  

**About Caploitte:**  
Caploitte delivers innovative digital solutions tailored to diverse industries, helping businesses thrive through technology and innovation.  

**Role Overview:**  
We’re looking for a Senior Software Engineer with strong .NET expertise. You will design, develop, and maintain high-quality software applications, collaborating closely with cross-functional teams.

**Responsibilities:**  
- Design, develop, and maintain software using .NET frameworks (ASP.NET, MVC).  
- Translate project requirements into technical solutions.  
- Apply best practices in coding standards, design patterns, and performance optimization.  
- Conduct code reviews and mentor team members.  
- Troubleshoot, debug, and resolve software issues.  
- Stay updated on new technologies and trends.

**Qualifications:**  

**.NET:**  
- 6+ years of experience in ASP.NET and MVC.  
- Knowledge of Design Patterns, MVC, LINQ, Entity Framework.  
- Experience with HTTP, SOAP, REST, XML, JSON.  
- Hands-on experience in SQL Server (queries, stored procedures, optimization).  
- Familiarity with Azure Cloud (preferred).

**Frontend:**  
- 2+ years’ experience with Angular, React, or Bootstrap is a plus.

**Other Skills:**  
- Strong communication skills (verbal and written English).

**Benefits:**  
- Competitive salary with career growth opportunities.  
- Challenging projects in a dynamic, collaborative environment.  
- Flexible work arrangements and work-life balance.","ASP.NET, MVC, SQL Server, design patterns, troubleshooting",
se_jd_07,Software engineer,"

### **.NET Software Developer**

**Role Overview:**  
You’ll develop, deploy, and optimize high-quality .NET applications, collaborating closely with cross-functional teams to deliver scalable, efficient solutions using modern Azure cloud services.

**Key Responsibilities:**  
- Design, develop, and maintain efficient .NET applications.
- Implement secure Authentication and Authorization mechanisms (Open API, OAuth 2.0).
- Optimize databases with Entity Framework and SQL Server.
- Utilize Azure services (Storage, Functions, Data Factory, App Insights).
- Apply software design patterns to enhance code quality.
- Participate in Agile development practices and sprint cycles.
- Manage code versions using Git/GitHub.
- Troubleshoot application issues and ensure rapid resolution.
- Stay current with technology trends and industry best practices.

**Qualifications:**  
- 4+ years’ experience in .NET/C# development.
- 2+ years’ experience with Azure (Storage, Functions, Data Factory, App Insights).
- Strong knowledge of Authentication (OAuth 2.0, Open API).
- Expertise in Entity Framework, SQL Server, and database optimization.
- Solid understanding of Design Patterns and software architecture.
- Experience in Agile methodologies.
- Proficient in source control (Git, GitHub).
- Excellent problem-solving, communication, and collaboration skills.","dot net development, azure services, authentication mechanisms, entity framework, git version control",
se_jd_08,Software engineer,"
### **Software Developer**

**About Sitecore:**  
Sitecore is a leading digital experience platform trusted by global brands like American Express, Porsche, Starbucks, L’Oréal, and Volvo Cars. Our platform integrates content, commerce, and data to deliver personalized customer experiences.

**Responsibilities:**  
- Design, develop, and deliver high-quality features and bug fixes.
- Write clean, maintainable code aligned with Sitecore guidelines and best practices.
- Collaborate closely with Technical Managers, Leads, QA, and stakeholders.

**Qualifications:**  
- 3+ years of software development experience.

**Required Skills:**  
- Proficiency in C#/.NET, Typescript, and Terraform.
- Experience with Git and branching strategies.
- Database experience: SQL Server and NoSQL.
- Familiarity with DevOps practices, CI/CD pipelines, and testing (unit/integration).
- Experience in containerized application development (Docker, Kubernetes).

**Preferred Skills:**  
- Performance optimization and profiling experience.
- Familiarity with Visual Studio, VSCode, and ReSharper.
- Knowledge of modern SaaS architectures and Azure cloud services.

**Soft Skills:**  
- Excellent communication skills in English.
- Collaborative and supportive team-player.
- Passionate about continuous learning and innovation.
- Self-motivated and detail-oriented, comfortable under pressure.
- Eager to stay updated with technology trends.","C sharp dot NET, Typescript, Terraform, Git, CI CD",
se_jd_09,Software engineer,"

### **Data Engineer**

**About EY:**  
EY empowers you with global scale, inclusive culture, and technology, enabling you to build a career as unique as you. Join us to deliver exceptional client experiences and create a better working world.

**The Opportunity:**  
Join EY’s Data and Analytics (EY-DnA) team to help clients optimize data efficiency, quality, and insights. You'll develop robust data analytics solutions, helping clients make informed business decisions.

**Responsibilities:**  
- Build data pipelines; perform data profiling, cleansing, validation, integration, transformation, and migration.
- Collaborate within project teams to deliver high-quality data engineering solutions.
- Communicate effectively with onsite coordinators and stakeholders.
- Provide regular progress updates and complete assigned tasks timely.

**Key Skills & Experience:**  
- 3+ years of experience in data warehousing environments.
- Strong expertise in Snowflake; experience with Azure Synapse is beneficial.
- Proficiency in PySpark/Spark SQL; familiarity with Scala, Java, or Python on Spark.
- Solid understanding of ETL/ELT processes, data warehousing architectures, and analytics tools.
- Excellent analytical, problem-solving, and debugging skills.

**Preferred:**  
- Specialization or domain expertise in a specific sector is advantageous.","Snowflake, PySpark, ETL, data warehousing, problem solving",
se_jd_10,Software engineer,"
### **Senior Software Engineer – JavaScript/TypeScript**

**Company:** IFS Ultimo (An IFS Company)  
**Location:** Sri Lanka

**About IFS Ultimo:**  
IFS Ultimo is a leading Enterprise Asset Management (EAM) software provider serving over 2,000 global customers. Our flexible and highly configurable SaaS solutions enable asset owners to optimize productivity, asset availability, and health and safety compliance. Since July 2022, we are part of the global enterprise software leader IFS.

**Role Overview:**  
As a Senior Software Engineer, you will contribute to the development of our cloud-based, low-code platform, focusing on improving UI/UX components. You’ll collaborate within an agile team, designing and implementing user-friendly software using TypeScript, JavaScript, and ASP.NET.

**Responsibilities:**  
- Develop and enhance front-end logic using JavaScript/TypeScript.
- Improve our proprietary JavaScript framework and platform tools.
- Translate user stories into functional features.
- Collaborate closely with multidisciplinary agile teams.
- Guide architectural and technical decisions, clearly communicating choices.

**Required Qualifications:**  
- Bachelor's degree in Computer Science, Software Engineering, or related field.
- 4+ years’ experience in web development (JavaScript/TypeScript).
- Strong analytical skills and problem-solving capabilities.
- Excellent knowledge of JavaScript/TypeScript; familiarity with frameworks like Angular, React, or Vue is a plus.
- Basic understanding of .NET (C#) and ASP.NET advantageous.
- Proficient in Agile methodologies (Scrum).
- Familiarity with version control and continuous integration (CI/CD).
- Excellent English communication skills.

**Preferred Skills:**  
- Experience in software architecture and design.
- Experience developing or working with low-code platforms.
- Adaptability to evolving environments and technologies.

Join us in building innovative solutions at the forefront of EAM technology!","JavaScript TypeScript, UI development, Agile, continuous integration, problem solving",
se_jd_11,Software engineer,"
### **Software Developer**

**Role Overview:**  
You'll design, develop, and maintain scalable web and mobile applications, integrating IoT solutions using modern frameworks and cloud technologies (Angular, Node.js, AWS, MongoDB/DynamoDB).

**Responsibilities:**

**Software Development:**
- Develop high-performance applications using Angular, Node.js, and JavaScript.
- Build and manage scalable applications with NoSQL databases (MongoDB, DynamoDB).
- Develop cloud solutions using AWS (Lambda, S3, SQS, SNS, AWS Batch).
- Implement and integrate IoT solutions ensuring real-time processing and scalability.

**Collaboration & Delivery:**
- Work closely with Product, UX/UI teams, and stakeholders to deliver timely features.
- Own end-to-end development, ensuring quality, scalability, and security.

**Problem Solving & Optimization:**
- Troubleshoot, debug, and optimize software for enhanced performance and UX.
- Collaborate across teams to resolve production issues efficiently.

**Continuous Learning & Leadership:**
- Stay current on industry trends, technologies, and best practices (AWS, IoT).
- Mentor junior team members and actively participate in team knowledge-sharing.
- Take ownership, lead by example, and drive best practices within the team.

**Required Skills:**
- Expertise in Angular, Node.js, JavaScript.
- Experience with AWS services and NoSQL databases.
- Strong problem-solving, debugging, and optimization skills.
- Ability to lead, collaborate, and communicate effectively across teams.","Angular, NodeJS, AWS, NoSQL databases, problem solving",
se_jd_12,Software engineer,"

### **Full-Stack Developer**

**About Rooster:**  
Rooster is a hiring platform that helps employers efficiently discover, manage, and recruit top talent by automating workflows and enhancing candidate experiences. We're seeking skilled individuals to join our team and scale Rooster globally.

**Responsibilities:**  
- Execute full-cycle development from design through implementation.
- Maintain code integrity, version control, documentation, and organization.
- Collaborate with designers for intuitive, responsive UI/UX.
- Develop clean, scalable, and efficient APIs.
- Innovate and solve technical challenges proactively.
- Manage application releases, deployments, and documentation.

**Requirements:**  
- Bachelor's degree in Computer Science or a related field.
- 2+ years as a Full-Stack Developer.
- Extensive experience with GraphQL.
- Proficient in JavaScript frameworks (Angular, React, Express).
- Strong skills in REST API design using Node.js, Express, Python, and MongoDB.
- Expertise in HTML5, CSS3, AJAX, Bootstrap or Material-UI.
- Familiarity with TypeScript (preferred).
- Experience with CI/CD pipelines, AWS or GCP deployments, server management (Node.js, Nginx, SSH).
- Knowledge of web application security best practices.
- Docker experience is a plus.","GraphQL, JavaScript frameworks, REST API design, CI CD pipelines, AWS",
se_jd_13,Software engineer,"Here's the streamlined and clearly formatted job description:

---

### **Senior Python Developer (Django)**

**Key Responsibilities:**  
- Translate designs and wireframes into efficient, functional code using Python/Django.
- Develop and maintain high-performance server-side logic.
- Write reusable, testable, scalable, and secure code.
- Collaborate with cross-functional teams (UI/UX, Front-end, Product) for seamless integration.
- Debug, troubleshoot, and optimize application performance.
- Implement security and data protection best practices.
- Stay updated on industry trends in Python/Django development.

**Requirements:**  
- 5+ years of experience in Python development.
- Minimum 3 years hands-on Django experience.

**Technical Skills:**  
- Strong expertise in Python and Django.
- Familiarity with front-end integration (HTML, CSS, JavaScript).
- Experience with PostgreSQL/MySQL and Django ORM.
- Solid understanding of RESTful API development.
- Proficiency in Git for version control and collaboration.

---","GraphQL, JavaScript frameworks, REST API design, CI CD pipelines, AWS",
se_jd_14,Software engineer,"

### **Software Engineer (.NET/React)**

**About the Role:**  
We're building a new cloud platform to deliver exceptional customer experiences. We seek talented Software Engineers passionate about design, development, and integration using React, C#, and Azure cloud services.

**Responsibilities:**  
- Develop, integrate, and quality assure applications built with React, C#, and Azure.
- Streamline processes and tools for seamless product delivery.
- Collaborate closely within cross-functional teams.

**Qualifications:**  
- Degree in Software Engineering, IT, or Computer Science.
- 2+ years’ experience in a similar role.
- Strong JavaScript knowledge, including React, TypeScript, HTML, CSS.
- Proficiency in C# (.NET Core).
- Familiarity with SQL, Git, Azure DevOps.
- Experience with Azure Web Apps, Microservices, Azure Kubernetes, and CI/CD pipelines.
- Full-stack development experience is advantageous.
- Good communication, multitasking, and innovative thinking skills.

Join us to shape an innovative cloud experience!","React, C#, Azure, CI CD, Git",
se_jd_15,Software engineer,"
### **Software Engineer (C# API Developer)**

**Responsibilities:**  
- Design, develop, and maintain robust software using C# APIs and JSON.
- Collaborate effectively in a remote environment, participating actively in virtual meetings.
- Create and maintain clear technical documentation.
- Analyze user requirements and deliver scalable solutions.
- Conduct regular code reviews to ensure quality and maintainability.

**Requirements:**  
- Bachelor's degree in Computer Science, Software Engineering, or a related field.
- Minimum 2 years of experience in software development.
- Strong proficiency in C# API development and JSON.
- Comfortable with remote collaboration, demonstrating self-motivation and excellent time management.
- Analytical mindset, proactive in problem-solving.
- Excellent verbal and written communication skills.
- Ability to foster positive teamwork and inclusive culture.

**Additional Skills (a plus):**  
- Familiarity with other relevant technologies and frameworks.

---","C sharp API development, JSON, remote collaboration, problem solving, communication",
se_jd_16,Software engineer,"
### **Software Engineer (Node.js)**  
**Intrepid Travel - Colombo, Sri Lanka (Hybrid)**  

**About Intrepid Travel:**  
Intrepid Travel creates unforgettable journeys, inspiring travelers and benefiting the planet. Operating for over 34 years, we're a certified B Corp offering hundreds of trips in 100+ countries.

**Role Overview:**  
As a Software Engineer, you'll build, maintain, and enhance the software powering Intrepid's core business. You’ll collaborate with talented engineers to design robust backend systems, APIs, and databases, ensuring seamless experiences for customers and staff.

**Responsibilities:**  
- Develop backend applications using Node.js, JavaScript, and TypeScript.
- Design and implement RESTful APIs.
- Maintain and enhance relational and NoSQL databases (MSSQL, PostgreSQL, MongoDB).
- Ensure clean, readable code following best practices (SOLID, OOP).
- Collaborate with engineering teams to deliver high-quality features.
- Manage software versioning and CI/CD processes using GitHub Actions and Git.

**Qualifications:**  
- Bachelor’s Degree in Computer Science, IT, or equivalent qualification.
- Minimum 2 years’ experience in software engineering.
- Proficient with Node.js, JavaScript, and TypeScript.
- Experienced in API design and database technologies.
- Familiarity with Git, CI/CD, and GitHub Actions.

**Perks & Benefits:**  
- Flexible working arrangements (hybrid and remote options).
- A free Intrepid trip annually; discounts for family and friends.
- Additional leave for Intrepid trips, parental leave, volunteer leave.
- Continuous learning and professional development.
- Employee Assistance Program offering 24/7 support.

Join Intrepid and help create impactful travel experiences worldwide!","Node.js, JavaScript, REST API design, database management, CI CD",
se_jd_17,Software engineer,"

### **Software Engineer – Java**

**Location:** Colombo, Sri Lanka

**About Wiley:**  
At Wiley, our mission is to unlock human potential through learning. We value diversity, innovation, and passion—bring your experiences and join our growing team in Sri Lanka.

**Role Overview:**  
We're looking for Java Engineers (3+ years) to develop and support Wiley’s research, education, and corporate learning platforms. You’ll collaborate closely with architects, engineers, and product owners to build complex applications, ensure high-quality standards, and mentor junior engineers.

**Key Responsibilities:**  
- Develop, test, and maintain web applications and APIs using Java, Spring Boot, ReactJS, REST APIs, and microservices.
- Lead design discussions, provide solutions, and mentor junior developers.
- Perform code reviews and ensure code quality.
- Manage production systems, quickly addressing issues.
- Adhere to Agile and DevOps best practices.

**Requirements:**  
- Bachelor’s degree in Computer Science or related field.
- 3+ years’ experience with Java, Spring Boot, ReactJS, and SQL/NoSQL databases (MySQL, MongoDB).
- Familiarity with microservices architecture and AWS cloud technologies.
- Good understanding of caching, front-end technologies, and web architecture.
- Strong knowledge of Agile methodologies and DevOps practices (CI/CD, GitOps).
- Experience using tools like JIRA and writing user stories.
- Strong communication skills and ability to guide junior developers.

**Nice-to-Have:**  
- Experience in quality engineering and automation.

Join us at Wiley and shape the future of learning!","Java, Spring Boot, ReactJS, microservices, Agile DevOps",
se_jd_18,Software engineer,"

### **Advanced Python Developer (Web APIs)**

**Role Overview:**  
We’re seeking an experienced Python Developer specializing in Web API development to design, build, and maintain scalable web applications and APIs.

**Key Responsibilities:**  
- Develop efficient Web APIs using Python frameworks (FastAPI, Flask, Django).
- Write clean, maintainable code following SOLID and DRY principles.
- Collaborate with teams to deliver high-quality, responsive applications.
- Troubleshoot, debug, and resolve API issues promptly.
- Conduct code reviews, ensuring consistent quality.
- Develop automated unit and integration tests.
- Participate in architectural decisions and system design.
- Stay updated on industry best practices and new technologies.

**Qualifications:**  
- Bachelor’s degree in Computer Science or related field.
- 5+ years of Python development experience.
- Extensive experience building Web APIs (FastAPI, Flask, Django).
- Strong understanding of RESTful API design.
- Experience with SQL/NoSQL databases (MySQL, PostgreSQL, MongoDB).
- Familiarity with version control (Git) and CI/CD pipelines.
- Solid problem-solving skills.

**Preferred Skills:**  
- Knowledge of AI/ML frameworks (TensorFlow, PyTorch, scikit-learn).
- Experience deploying applications on AWS, GCP, or Azure.
- Familiarity with Docker and Kubernetes.
- Experience in asynchronous programming and high-concurrency systems.
- Understanding of API security best practices.

---","Python, Web API development, RESTful design, database management, CI CD",
se_jd_19,Software engineer,"
### **Software Engineer – Java**

**Company:** Pearson  
**Location:** Colombo, Sri Lanka

**Role Overview:**  
As a Software Engineer at Pearson, you’ll play a key role in software engineering tasks, developing high-quality, maintainable code, and working collaboratively within dynamic, goal-driven project teams.

**Key Responsibilities:**  
- Design, develop, and deliver high-quality software solutions in Java (Spring Boot, Spring WebFlux - Reactive).
- Follow and advocate software engineering best practices and Pearson's Agile methodologies.
- Provide accurate estimates and ensure timely delivery of tasks.
- Conduct code reviews, mentor junior engineers, and maintain code quality standards.
- Address production incidents swiftly, providing timely fixes and improvements.
- Maintain strong collaboration and communication with global teams and stakeholders.

**Qualifications:**  
- Bachelor’s degree in Computer Science, IT, Engineering, or related field.
- Minimum of 3 years experience in software engineering, web application development, and design.
- Solid experience with Java, Spring Boot, Spring WebFlux (Reactive), and JUnit.
- Familiarity with CI/CD pipelines, Bitbucket/GitLab, Agile practices, and IDEs.
- Strong understanding of Object-Oriented Programming and Design.
- Excellent communication and interpersonal skills, proficient in English.

**Preferred (additional) skills:**  
- Experience with Python 3.x.
- Familiarity with AWS services (Lambda, ECS, CloudFormation, CloudWatch, API Gateway).

**Why Pearson?**  
Pearson is recognized as a top innovative education company, dedicated to digital transformation and impactful lifelong learning experiences. We prioritize diversity, equity, inclusion, and continuous growth, fostering a vibrant workplace for all employees.

Join us to create technology solutions that shape the future of education!","Java, Spring Boot, Reactive programming, CI CD, Agile",
se_jd_20,Software engineer,"Here's your job description shortened and neatly formatted:

---

### **Staff Java Developer**

**Company:** Rhapsody Health  
**Location:** Colombo, Sri Lanka  

**About Rhapsody:**  
Rhapsody Health revolutionizes healthcare with innovative technology, empowering providers and patients globally. As a certified B Corporation, we balance purpose with profitability, creating impactful healthcare solutions worldwide.

**Role Overview:**  
We’re seeking an experienced Staff Java Developer to lead technical initiatives within agile teams, driving the planning, development, and delivery of our healthcare solutions.

**Key Responsibilities:**  
- Act as a technical lead (Scrum Master) for your squad, managing task planning and assignments.
- Develop, implement, and test software solutions using Java.
- Conduct and oversee merge requests, code reviews, and resolve Git conflicts.
- Ensure adherence to coding standards and Rhapsody’s development lifecycle policies.
- Write and maintain unit and integration tests.

**Required Qualifications:**  
- 5+ years of software engineering experience, with deep expertise in Java servlet/web technologies.
- Proficiency in SQL databases (Postgres preferred).
- Solid understanding of data communication and security.
- Familiarity with Git, Eclipse, CI/CD (GitLab preferred), and AWS infrastructure.
- Strong communication and teamwork skills.

**Desired Skills:**  
- Experience with Java EE (EJB, JTA, JAX-RS, JAX-WS, CDI, Managed Beans).
- Front-end development knowledge.
- JVM profiling, troubleshooting, and configuration experience.
- Familiarity with OSGi.

Join Rhapsody and shape the future of healthcare technology!","Java, SQL databases, Git, CI CD, AWS",
